timestamp,container_network_receive_packets_dropped.eth0,container_spec_cpu_shares,container_spec_memory_swap_limit_MB,container_fs_writes_MB./dev/vda,container_network_transmit_packets_dropped.eth0,container_network_receive_errors.eth0,container_fs_writes_merged./dev/vda1,container_threads_max,container_fs_write_seconds./dev/vda1,container_fs_inodes_free./dev/vda1,container_fs_sector_reads./dev/vda1,container_network_transmit_packets.eth0,container_cpu_usage_seconds,container_cpu_cfs_throttled_periods,container_file_descriptors,container_cpu_cfs_throttled_seconds,container_fs_reads./dev/vda,container_fs_reads./dev/vda1,container_memory_failures.container.pgfault,container_memory_failures.container.pgmajfault,container_memory_failures.hierarchy.pgfault,container_memory_failures.hierarchy.pgmajfault,container_memory_max_usage_MB,container_fs_inodes./dev/vda1,container_fs_reads_MB./dev/vda,container_last_seen,container_cpu_user_seconds,container_fs_limit_MB./dev/vda1,container_fs_io_time_weighted_seconds./dev/vda1,container_fs_sector_writes./dev/vda1,container_network_receive_packets.eth0,container_memory_working_set_MB,container_fs_io_current./dev/vda1,container_memory_usage_MB,container_fs_usage_MB./dev/vda1,container_sockets,container_fs_io_time_seconds./dev/vda1,container_memory_failcnt,container_spec_cpu_quota,container_fs_writes./dev/vda,container_fs_writes./dev/vda1,container_ulimits_soft.max_open_files,container_network_receive_MB.eth0,container_tasks_state.iowaiting,container_tasks_state.running,container_tasks_state.sleeping,container_tasks_state.stopped,container_tasks_state.uninterruptible,container_fs_read_seconds./dev/vda1,container_memory_rss,container_start_time_seconds,container_memory_mapped_file,container_spec_memory_reservation_limit_MB,container_memory_cache,container_cpu_cfs_periods,container_spec_cpu_period,container_memory_swap,container_threads,container_network_transmit_errors.eth0,container_spec_memory_limit_MB,container_fs_reads_merged./dev/vda1,container_network_transmit_MB.eth0,container_cpu_system_seconds,container_cpu_load_average_10s
1647619260,0.0,204,1025.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,156.5,0.0251156554999738,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.00390625,0.0,0.0,1647619300,0.0299999999999727,604630.73828125,0.0,0.0,260.5,77.29296875,0,91.49609375,34.953125,4.0,0.0,4,40000,0.0,0.0,1048576.0,0.020946979522705,0,0,0,0,0,0.0,37216256.0,1647144378,135168,0.0,28917760.0,47.0,100000,0,33.0,0.0,1025.0,0.0,0.2988190650939941,0.0049999999999954,0
1647619320,0.0,204,1025.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,191.0,0.0282087255000078,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.00390625,0.0,0.0,1647619360,0.0250000000000341,604630.73828125,0.0,0.0,314.0,77.1875,0,91.390625,34.953125,4.0,0.0,4,40000,0.0,0.0,1048576.0,0.0260629653930664,0,0,0,0,0,0.0,37216256.0,1647144378,135168,0.0,28917760.0,52.0,100000,0,33.0,0.0,1025.0,0.0,0.3058958053588867,0.0100000000000193,0
1647619380,0.0,204,1025.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,185.5,0.0255384474999686,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.00390625,0.0,0.0,1647619420,0.0249999999999772,604630.73828125,0.0,0.0,294.5,77.0546875,0,91.2578125,34.953125,4.0,0.0,4,40000,0.0,0.0,1048576.0,0.024815559387207,0,0,0,0,0,0.0,37216256.0,1647144378,135168,0.0,28917760.0,45.0,100000,0,33.0,0.0,1025.0,0.0,0.3032999038696289,0.0,0
1647619440,0.0,204,1025.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,189.0,0.0303925395000419,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.00390625,0.0,0.0,1647619480,0.0249999999999772,604630.73828125,0.0,0.0,300.5,77.0546875,0,91.2578125,34.955078125,4.0,0.0,4,40000,0.0,0.0,1048576.0,0.0266890525817871,0,0,0,0,0,0.0,37216256.0,1647144378,135168,0.0,28917760.0,49.0,100000,0,33.0,0.0,1025.0,0.0,0.3055834770202636,0.0099999999999909,0
1647619500,0.0,204,1025.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,175.0,0.0261599954999951,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.00390625,0.0,0.0,1647619540,0.0200000000000386,604630.73828125,0.0,0.0,274.5,77.0546875,0,91.2578125,34.95703125,4.0,0.0,4,40000,0.0,0.0,1048576.0,0.0223016738891601,0,0,0,0,0,0.0,37216256.0,1647144378,135168,0.0,28917760.0,48.0,100000,0,33.0,0.0,1025.0,0.0,0.3003997802734375,0.0049999999999954,0
1647619560,0.0,204,1025.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,193.0,0.0238999979999334,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.00390625,0.0,0.0,1647619600,0.0249999999999772,604630.73828125,0.0,0.0,317.0,77.0546875,0,91.2578125,34.95703125,4.0,0.0,4,40000,0.0,0.0,1048576.0,0.0273218154907226,0,0,0,0,0,0.0,37216256.0,1647144378,135168,0.0,28917760.0,41.5,100000,0,33.0,0.0,1025.0,0.0,0.3068547248840332,0.0049999999999954,0
1647619620,0.0,204,1025.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,194.0,0.0249556190000248,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.00390625,0.0,0.0,1647619660,0.0099999999999909,604630.73828125,0.0,0.0,308.5,77.0546875,0,91.2578125,34.95703125,4.0,0.0,4,40000,0.0,0.0,1048576.0,0.0271134376525878,0,0,0,0,0,0.0,37216256.0,1647144378,135168,0.0,28917760.0,48.5,100000,0,33.0,0.0,1025.0,0.0,0.3130717277526855,0.0100000000000193,0
1647619680,0.0,204,1025.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,203.0,0.0282098925000013,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.00390625,0.0,0.0,1647619720,0.0250000000000341,604630.73828125,0.0,0.0,318.0,77.0546875,0,91.2578125,34.95703125,4.0,0.0,4,40000,0.0,0.0,1048576.0,0.0265288352966308,0,0,0,0,0,0.0,37216256.0,1647144378,135168,0.0,28917760.0,43.0,100000,0,33.0,0.0,1025.0,0.0,0.3069252967834472,0.0049999999999954,0
1647619740,0.0,204,1025.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,159.5,0.0236463819999812,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.00390625,0.0,0.0,1647619780,0.0199999999999818,604630.73828125,0.0,0.0,262.0,77.0546875,0,91.2578125,34.95703125,4.0,0.0,4,40000,0.0,0.0,1048576.0,0.0211367607116699,0,0,0,0,0,0.0,37216256.0,1647144378,135168,0.0,28917760.0,43.5,100000,0,33.0,0.0,1025.0,0.0,0.2989897727966308,0.0049999999999954,0
1647619800,0.0,204,1025.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,194.5,0.031854777000035,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.00390625,0.0,0.0,1647619840,0.0199999999999818,604630.73828125,0.0,0.0,311.0,77.0546875,0,91.2578125,34.95703125,4.0,0.0,4,40000,0.0,0.0,1048576.0,0.0256762504577636,0,0,0,0,0,0.0,37216256.0,1647144378,135168,0.0,28917760.0,57.5,100000,0,33.0,0.0,1025.0,0.0,0.3051843643188476,0.0099999999999909,0
