timestamp,container_network_receive_packets_dropped.eth0,container_spec_cpu_shares,container_spec_memory_swap_limit_MB,container_fs_writes_MB./dev/vda,container_network_transmit_packets_dropped.eth0,container_network_receive_errors.eth0,container_fs_writes_merged./dev/vda1,container_threads_max,container_fs_write_seconds./dev/vda1,container_fs_inodes_free./dev/vda1,container_fs_sector_reads./dev/vda1,container_network_transmit_packets.eth0,container_cpu_usage_seconds,container_cpu_cfs_throttled_periods,container_file_descriptors,container_cpu_cfs_throttled_seconds,container_fs_reads./dev/vda,container_fs_reads./dev/vda1,container_memory_failures.container.pgfault,container_memory_failures.container.pgmajfault,container_memory_failures.hierarchy.pgfault,container_memory_failures.hierarchy.pgmajfault,container_memory_max_usage_MB,container_fs_inodes./dev/vda1,container_fs_reads_MB./dev/vda,container_last_seen,container_cpu_user_seconds,container_fs_limit_MB./dev/vda1,container_fs_io_time_weighted_seconds./dev/vda1,container_fs_sector_writes./dev/vda1,container_network_receive_packets.eth0,container_memory_working_set_MB,container_fs_io_current./dev/vda1,container_memory_usage_MB,container_fs_usage_MB./dev/vda1,container_sockets,container_fs_io_time_seconds./dev/vda1,container_memory_failcnt,container_spec_cpu_quota,container_fs_writes./dev/vda,container_fs_writes./dev/vda1,container_ulimits_soft.max_open_files,container_network_receive_MB.eth0,container_tasks_state.iowaiting,container_tasks_state.running,container_tasks_state.sleeping,container_tasks_state.stopped,container_tasks_state.uninterruptible,container_fs_read_seconds./dev/vda1,container_memory_rss,container_start_time_seconds,container_memory_mapped_file,container_spec_memory_reservation_limit_MB,container_memory_cache,container_cpu_cfs_periods,container_spec_cpu_period,container_memory_swap,container_threads,container_network_transmit_errors.eth0,container_spec_memory_limit_MB,container_fs_reads_merged./dev/vda1,container_network_transmit_MB.eth0,container_cpu_system_seconds,container_cpu_load_average_10s
1647619260,0.0,204,900.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,367.0,0.131290485999898,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.00390625,0.0,0.0,1647619300,0.084999999999809,604630.73828125,0.0,0.0,533.5,84.58984375,0,100.21875,43.0625,5.0,0.0,0,40000,0.0,0.0,1048576.0,0.102973461151123,0,0,0,0,0,0.0,39051264.0,1647144388,405504,0.0,32790528.0,130.0,100000,0,28.0,0.0,900.0,0.0,1.3326292037963867,0.0149999999999863,0
1647619320,0.0,204,900.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,311.5,0.1113019200001872,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.00390625,0.0,0.0,1647619360,0.0800000000001546,604630.73828125,0.0,0.0,464.5,84.32421875,0,99.953125,43.0703125,5.0,0.0,0,40000,0.0,0.0,1048576.0,0.0824251174926757,0,0,0,0,0,0.0,39051264.0,1647144388,405504,0.0,32714752.0,109.0,100000,0,28.0,0.0,900.0,0.0,1.0684046745300293,0.0199999999999818,0
1647619380,0.0,204,900.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,350.0,0.1134768479998911,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.00390625,0.0,0.0,1647619420,0.0850000000000363,604630.73828125,0.0,0.0,509.5,84.30859375,0,99.9375,43.078125,5.0,0.0,0,40000,0.0,0.0,1048576.0,0.0952458381652832,0,0,0,0,0,0.0,39051264.0,1647144388,405504,0.0,32714752.0,105.5,100000,0,28.0,0.0,900.0,0.0,1.324683666229248,0.0100000000000477,0
1647619440,0.0,204,900.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,301.5,0.106510957500177,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.00390625,0.0,0.0,1647619480,0.084999999999809,604630.73828125,0.0,0.0,452.0,84.30078125,0,99.9296875,43.0859375,5.0,0.0,0,40000,0.0,0.0,1048576.0,0.0783019065856933,0,0,0,0,0,0.0,39051264.0,1647144388,405504,0.0,32714752.0,114.0,100000,0,28.0,0.0,900.0,0.0,1.0655179023742676,0.0149999999999863,0
1647619500,0.0,204,900.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,307.0,0.1299581104999561,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.00390625,0.0,0.0,1647619540,0.1050000000002455,604630.73828125,0.0,0.0,431.5,84.30078125,0,99.9296875,43.09375,5.0,0.0,0,40000,0.0,0.0,1048576.0,0.0860342979431152,0,0,0,0,0,0.0,39051264.0,1647144388,405504,0.0,32714752.0,121.5,100000,0,28.0,0.0,900.0,0.0,0.8233609199523926,0.0249999999999772,0
1647619560,0.0,204,900.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,361.5,0.0982406989999162,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.00390625,0.0,0.0,1647619600,0.0749999999998181,604630.73828125,0.0,0.0,552.0,84.30078125,0,99.9296875,43.1015625,5.0,0.0,0,40000,0.0,0.0,1048576.0,0.1001806259155273,0,0,0,0,0,0.0,39051264.0,1647144388,405504,0.0,32714752.0,97.0,100000,0,28.0,0.0,900.0,0.0,1.330125331878662,0.0200000000000386,0
1647619620,0.0,204,900.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,334.0,0.1220819565000965,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.00390625,0.0,0.0,1647619660,0.0899999999999181,604630.73828125,0.0,0.0,501.5,84.30078125,0,99.9296875,43.109375,5.0,0.0,0,40000,0.0,0.0,1048576.0,0.0919742584228515,0,0,0,0,0,0.0,39051264.0,1647144388,405504,0.0,32714752.0,123.0,100000,0,28.0,0.0,900.0,0.0,1.08331298828125,0.0099999999999909,0
1647619680,0.0,204,900.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,287.5,0.1137320849998104,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.00390625,0.0,0.0,1647619720,0.0850000000002637,604630.73828125,0.0,0.0,419.5,84.30078125,0,99.9296875,43.1171875,5.0,0.0,0,40000,0.0,0.0,1048576.0,0.0761771202087402,0,0,0,0,0,0.0,39051264.0,1647144388,405504,0.0,32714752.0,106.0,100000,0,28.0,0.0,900.0,0.0,0.8154029846191406,0.0199999999999818,0
1647619740,0.0,204,900.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,284.5,0.1117863409999699,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.00390625,0.0,0.0,1647619780,0.0799999999999272,604630.73828125,0.0,0.0,409.5,84.30078125,0,99.9296875,43.125,5.0,0.0,0,40000,0.0,0.0,1048576.0,0.0784378051757812,0,0,0,0,0,0.0,39051264.0,1647144388,405504,0.0,32714752.0,106.5,100000,0,28.0,0.0,900.0,0.0,0.8186917304992676,0.0149999999999863,0
1647619800,0.0,204,900.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,386.5,0.1110641310001483,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.00390625,0.0,0.0,1647619840,0.084999999999809,604630.73828125,0.0,0.0,581.5,84.30078125,0,99.9296875,43.1328125,5.0,0.0,0,40000,0.0,0.0,1048576.0,0.1000347137451171,0,0,0,0,0,0.0,39051264.0,1647144388,405504,0.0,32714752.0,117.0,100000,0,28.0,0.0,900.0,0.0,1.5806798934936523,0.0149999999999863,0
