timestamp,container_network_receive_packets_dropped.eth0,container_spec_cpu_shares,container_spec_memory_swap_limit_MB,container_fs_writes_MB./dev/vda,container_network_transmit_packets_dropped.eth0,container_network_receive_errors.eth0,container_fs_writes_merged./dev/vda1,container_threads_max,container_fs_write_seconds./dev/vda1,container_fs_inodes_free./dev/vda1,container_fs_sector_reads./dev/vda1,container_network_transmit_packets.eth0,container_cpu_usage_seconds,container_cpu_cfs_throttled_periods,container_file_descriptors,container_cpu_cfs_throttled_seconds,container_fs_reads./dev/vda,container_fs_reads./dev/vda1,container_memory_failures.container.pgfault,container_memory_failures.container.pgmajfault,container_memory_failures.hierarchy.pgfault,container_memory_failures.hierarchy.pgmajfault,container_memory_max_usage_MB,container_fs_inodes./dev/vda1,container_fs_reads_MB./dev/vda,container_last_seen,container_cpu_user_seconds,container_fs_limit_MB./dev/vda1,container_fs_io_time_weighted_seconds./dev/vda1,container_fs_sector_writes./dev/vda1,container_network_receive_packets.eth0,container_memory_working_set_MB,container_fs_io_current./dev/vda1,container_memory_usage_MB,container_fs_usage_MB./dev/vda1,container_sockets,container_fs_io_time_seconds./dev/vda1,container_memory_failcnt,container_spec_cpu_quota,container_fs_writes./dev/vda,container_fs_writes./dev/vda1,container_ulimits_soft.max_open_files,container_network_receive_MB.eth0,container_tasks_state.iowaiting,container_tasks_state.running,container_tasks_state.sleeping,container_tasks_state.stopped,container_tasks_state.uninterruptible,container_fs_read_seconds./dev/vda1,container_memory_rss,container_start_time_seconds,container_memory_mapped_file,container_spec_memory_reservation_limit_MB,container_memory_cache,container_cpu_cfs_periods,container_spec_cpu_period,container_memory_swap,container_threads,container_network_transmit_errors.eth0,container_spec_memory_limit_MB,container_fs_reads_merged./dev/vda1,container_network_transmit_MB.eth0,container_cpu_system_seconds,container_cpu_load_average_10s
1647619260,0.0,204,128.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,286.0,0.1439667868333316,0.0,162.0,0.0,0.0,0.0,16.5,0.0,16.5,0.0,98.767578125,0.0,0.0,1647619278,0.1050000000000004,604630.73828125,0.0,0.0,353.5,78.150390625,0,98.533203125,13.65234375,7.0,0.0,0,30000,0.0,0.0,65536.0,0.034047285715701,0,0,0,0,0,0.0,55193600.0,1647607268,37171200,0.0,42143744.0,144.0,100000,0,28.5,0.0,128.0,0.0,1.233436743417769,0.0333333333333314,0
1647619320,0.0,204,128.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,232.5,0.1315559284999992,0.0,162.0,0.0,0.0,0.0,33.0,0.0,33.0,0.0,98.83203125,0.0,0.0,1647619338,0.1050000000000039,604630.73828125,0.0,0.0,283.5,78.2265625,0,98.609375,13.66796875,7.0,0.0,0,30000,0.0,0.0,65536.0,0.0281143188476562,0,0,0,0,0,0.0,55328768.0,1647607268,37171200,0.0,42143744.0,131.5,100000,0,28.0,0.0,128.0,0.0,1.1305580139160156,0.0350000000000019,0
1647619380,0.0,204,128.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,281.5,0.1235727364999945,0.0,162.0,0.0,0.0,0.0,16.5,0.0,16.5,0.0,98.83203125,0.0,0.0,1647619398,0.0899999999999963,604630.73828125,0.0,0.0,342.0,78.271484375,0,98.654296875,13.68359375,7.0,0.0,0,30000,0.0,0.0,65536.0,0.0336284637451171,0,0,0,0,0,0.0,55328768.0,1647607268,37171200,0.0,42143744.0,119.5,100000,0,29.0,0.0,128.0,0.0,1.6860857009887695,0.0349999999999983,0
1647619440,0.0,204,128.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,325.5,0.1236198954999991,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.83203125,0.0,0.0,1647619458,0.0850000000000008,604630.73828125,0.0,0.0,395.0,78.33203125,0,98.71484375,13.703125,7.0,0.0,0,30000,0.0,0.0,65536.0,0.6040401458740234,0,0,0,0,0,0.0,55463936.0,1647607268,37171200,0.0,42143744.0,129.0,100000,0,29.0,0.0,128.0,0.0,1.1678647994995115,0.0250000000000003,0
1647619500,0.0,204,128.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,183.5,0.1140472525000078,0.0,162.0,0.0,0.0,0.0,16.5,0.0,16.5,0.0,98.8359375,0.0,0.0,1647619518,0.0949999999999988,604630.73828125,0.0,0.0,233.5,78.345703125,0,98.728515625,13.71875,7.0,0.0,0,30000,0.0,0.0,65536.0,0.0221219062805175,0,0,0,0,0,0.0,55531520.0,1647607268,37171200,0.0,42143744.0,122.0,100000,0,28.5,0.0,128.0,0.0,0.5764484405517578,0.0350000000000001,0
1647619560,0.0,204,128.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,171.0,0.1308793760000028,0.0,162.0,0.0,0.0,0.0,49.5,0.0,49.5,0.0,99.234375,0.0,0.0,1647619578,0.0900000000000034,604630.73828125,0.0,0.0,209.5,78.39453125,0,98.77734375,13.734375,7.0,0.0,0,30000,0.0,0.0,65536.0,0.0217657089233398,0,0,0,0,0,0.0,55599104.0,1647607268,37171200,0.0,42143744.0,136.0,100000,0,29.0,0.0,128.0,0.0,0.8469338417053223,0.0350000000000001,0
1647619620,0.0,204,128.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,186.0,0.1182321174999998,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.234375,0.0,0.0,1647619638,0.0899999999999963,604630.73828125,0.0,0.0,231.5,78.43359375,0,98.81640625,13.74609375,7.0,0.0,0,30000,0.0,0.0,65536.0,0.0236124992370605,0,0,0,0,0,0.0,55599104.0,1647607268,37171200,0.0,42143744.0,117.5,100000,0,29.0,0.0,128.0,0.0,1.1273179054260254,0.0299999999999993,0
1647619680,0.0,204,128.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,320.3333333334885,0.1328790039999958,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.234375,0.0,0.0,1647619698,0.0850000000000008,604630.73828125,0.0,0.0,385.16666666651145,78.494140625,0,98.876953125,13.765625,7.0,0.0,0,30000,0.0,0.0,65536.0,0.0396768252054471,0,0,0,0,0,0.0,55599104.0,1647607268,37171200,0.0,42143744.0,133.5,100000,0,29.5,0.0,128.0,0.0,1.5179861386623088,0.0350000000000001,0
1647619740,0.0,204,128.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,320.16666666651145,0.1259869625000007,0.0,162.0,0.0,0.0,0.0,16.5,0.0,16.5,0.0,99.234375,0.0,0.0,1647619758,0.0900000000000034,604630.73828125,0.0,0.0,385.33333333348855,78.501953125,0,98.884765625,13.78515625,7.0,0.0,0,30000,0.0,0.0,65536.0,0.0383189519246798,0,0,0,0,0,0.0,55666688.0,1647607268,37171200,0.0,42143744.0,120.0,100000,0,28.5,0.0,128.0,0.0,1.602968851724654,0.0299999999999993,0
1647619800,0.0,204,128.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,128.5,0.1384726470000004,0.0,162.0,0.0,0.0,0.0,16.5,0.0,16.5,0.0,99.234375,0.0,0.0,1647619818,0.0999999999999943,604630.73828125,0.0,0.0,158.0,78.572265625,0,98.955078125,13.8046875,7.0,0.0,0,30000,0.0,0.0,65536.0,0.0156755447387695,0,0,0,0,0,0.0,55801856.0,1647607268,37171200,0.0,42143744.0,134.0,100000,0,29.0,0.0,128.0,0.0,0.2938184738159179,0.0400000000000009,0
